DTE,MARKETINGCHANNELGROUP,USER_ID,FIRST_PRCHS_DATE,GENRE_CAT_FINAL,ARTISTCATEGORY,TICKETSSOLDFP,GMSFP,GCFS,M12TICKETSSOLD,M12GMS
26,Unknown,"9,337,382",01/26/2016 00:00:00,Theater,6.>1000,2,154,1,"76,327","32,321,436"
3,SEO,"28,101,665",01/26/2016 00:00:00,Theater,4.200-600,2,281,1,"8,631","997,034"
22,Unknown,"6,882,322",01/30/2016 00:00:00,Theater,4.200-600,4,405,1,"9,325","1,331,406"
7,Unknown,"10,630,096",01/23/2016 00:00:00,Theater,1.TOP 50,1,131,1,"1,559","452,668"
6,Unknown,"84,503,807",01/03/2016 00:00:00,Theater,6.>1000,2,134,1,262,"33,090"
1,Unknown,"34,107,203",01/23/2016 00:00:00,Theater,6.>1000,5,334,1,297,"22,552"
18,SEO,"13,977,340",01/20/2016 00:00:00,Theater,3.100-200,2,441,1,"215,854","39,895,110"
6,Unknown,"13,977,340",01/05/2016 00:00:00,Theater,5.600-1000,4,209,1,"218,253","39,241,921"
5,Unknown,"8,066,638",01/03/2016 00:00:00,Theater,6.>1000,4,"2,544",1,"1,094","713,128"
38,Unknown,"8,812,639",01/28/2016 00:00:00,Theater,6.>1000,2,642,1,282,"73,794"
2,SEO,"35,632,589",01/28/2016 00:00:00,Theater,4.200-600,2,181,1,125,"25,226"
55,Unknown,"1,274,898",01/19/2016 00:00:00,Theater,6.>1000,2,285,1,"25,253","2,170,242"
16,Unknown,"15,993,366",01/15/2016 00:00:00,Theater,3.100-200,2,249,1,"9,160","1,374,545"
49,SEO,"49,861",01/30/2016 00:00:00,Theater,3.100-200,2,461,0,223,"39,145"
5,Paid Search,"49,861",01/23/2016 00:00:00,Theater,4.200-600,2,298,0,283,"49,152"
9,Paid Search,"49,861",01/21/2016 00:00:00,Theater,4.200-600,2,356,0,297,"50,848"
26,Unknown,"85,709,353",01/26/2016 00:00:00,Theater,6.>1000,2,198,1,4,375
26,Unknown,"33,719,018",01/18/2016 00:00:00,Theater,1.TOP 50,2,344,1,"11,741","1,774,278"
4,Unknown,"4,192,811",01/19/2016 00:00:00,Theater,6.>1000,2,172,1,229,"17,336"
37,Unknown,"82,404,986",01/02/2016 00:00:00,Theater,3.100-200,2,298,1,232,"21,449"
15,Paid Search,"25,980,654",01/23/2016 00:00:00,Theater,6.>1000,2,303,1,"2,481","379,386"
70,Unknown,"33,970,647",01/03/2016 00:00:00,Theater,6.>1000,2,110,1,553,"54,814"
27,Paid Search,"29,672,860",01/19/2016 00:00:00,Theater,3.100-200,2,333,1,47,"6,156"
13,SEO,"5,109,767",01/22/2016 00:00:00,Theater,3.100-200,4,361,1,336,"39,574"
1,Unknown,"2,782,902",01/08/2016 00:00:00,Theater,2.50-100,2,585,1,36,"5,526"
111,SEO,"3,574,738",01/11/2016 00:00:00,Theater,5.600-1000,2,283,1,"3,395","330,941"
33,SEO,"80,119,298",01/08/2016 00:00:00,Theater,1.TOP 50,2,432,1,183,"27,381"
19,Unknown,"3,801,514",01/08/2016 00:00:00,Theater,3.100-200,2,338,1,77,"15,294"
30,Paid Search,"569,200",01/11/2016 00:00:00,Theater,1.TOP 50,2,669,1,"4,809","1,037,352"
85,Unknown,"569,200",01/22/2016 00:00:00,Theater,1.TOP 50,2,"1,299",1,"4,729","1,013,543"
8,Paid Search,"11,894,830",01/02/2016 00:00:00,Theater,2.50-100,2,708,1,35,"4,217"
50,Paid Search,"9,457,720",01/02/2016 00:00:00,Theater,3.100-200,2,436,1,"7,174","2,024,205"
1,SEO,"29,589,748",01/28/2016 00:00:00,Theater,4.200-600,2,122,1,8,368
23,Unknown,"84,871,617",01/15/2016 00:00:00,Theater,6.>1000,2,125,0,4,206
1,Paid Search,"12,683,750",01/28/2016 00:00:00,Theater,4.200-600,2,192,1,2,293
2,Unknown,"26,315,647",01/25/2016 00:00:00,Theater,6.>1000,2,188,1,12,"2,391"
2,Paid Search,"9,904,906",01/30/2016 00:00:00,Theater,4.200-600,2,134,0,1,96
69,Unknown,"11,272,220",01/05/2016 00:00:00,Theater,4.200-600,2,361,0,6,812
174,Unknown,"12,314,916",01/02/2016 00:00:00,Theater,2.50-100,2,649,1,8,735
51,Paid Search,"2,618,927",01/23/2016 00:00:00,Theater,6.>1000,4,489,0,4,965
19,Email,"10,393,991",01/20/2016 00:00:00,Theater,6.>1000,4,152,1,2,235
12,Paid Search,"79,159,189",01/12/2016 00:00:00,Theater,6.>1000,2,111,1,12,"1,168"
3,Paid Search,"27,742,128",01/14/2016 00:00:00,Theater,6.>1000,2,77,0,3,116
3,Unknown,"3,815,803",01/14/2016 00:00:00,Theater,3.100-200,2,216,1,2,163
6,Unknown,"1,021,350",01/25/2016 00:00:00,Theater,5.600-1000,2,145,1,2,184
5,Unknown,"82,001,449",01/06/2016 00:00:00,Theater,6.>1000,2,209,0,2,365
52,Paid Search,"581,719",01/28/2016 00:00:00,Theater,1.TOP 50,3,455,1,2,81
82,Paid Search,"907,504",01/16/2016 00:00:00,Theater,3.100-200,2,206,1,"56,591","6,438,130"
97,Unknown,"6,882,322",01/30/2016 00:00:00,Theater,4.200-600,2,452,1,"9,325","1,331,406"
45,Paid Search,"158,518",01/14/2016 00:00:00,Theater,3.100-200,2,253,1,"82,466","8,619,309"
57,Paid Search,"1,576,958",01/13/2016 00:00:00,Theater,6.>1000,4,478,1,"12,527","2,100,584"
31,Unknown,"845,404",01/29/2016 00:00:00,Theater,1.TOP 50,2,430,1,"9,617","1,404,098"
28,Unknown,"7,700,938",01/31/2016 00:00:00,Theater,2.50-100,2,453,1,"502,305","55,194,840"
123,Unknown,"7,700,938",01/30/2016 00:00:00,Theater,1.TOP 50,2,631,1,"502,363","55,123,296"
70,Paid Search,"30,061,475",01/29/2016 00:00:00,Theater,4.200-600,6,"1,304",1,"45,954","3,244,617"
2,Paid Search,"25,450,004",01/29/2016 00:00:00,Theater,3.100-200,2,174,1,"89,841","7,638,565"
3,SEO,"32,874,568",01/29/2016 00:00:00,Theater,3.100-200,3,549,1,"35,059","9,184,423"
1,Unknown,"32,874,568",01/15/2016 00:00:00,Theater,1.TOP 50,2,141,1,"34,501","9,121,683"
9,Paid Search,"32,874,568",01/09/2016 00:00:00,Theater,3.100-200,3,626,1,"34,258","9,062,320"
193,Unknown,"2,937,874",01/13/2016 00:00:00,Theater,5.600-1000,2,174,1,"300,398","25,843,484"
43,Unknown,"2,928,307",01/09/2016 00:00:00,Theater,4.200-600,4,187,1,"54,424","4,181,430"
37,SEO,"2,928,307",01/22/2016 00:00:00,Theater,3.100-200,2,253,1,"53,786","4,150,976"
18,SEO,"2,928,307",01/24/2016 00:00:00,Theater,5.600-1000,3,118,1,"53,360","4,128,423"
4,SEO,"2,928,307",01/07/2016 00:00:00,Theater,5.600-1000,3,158,1,"54,653","4,199,625"
15,Unknown,"215,231",01/09/2016 00:00:00,Theater,3.100-200,4,537,1,"88,146","16,181,564"
10,Unknown,"10,679,305",01/29/2016 00:00:00,Theater,3.100-200,2,225,1,"60,573","5,222,602"
23,SEO,"7,712,245",01/29/2016 00:00:00,Theater,4.200-600,2,356,1,"3,308","701,853"
33,Unknown,"8,528,501",01/13/2016 00:00:00,Theater,6.>1000,2,422,1,"2,845","1,219,109"
10,SEO,"318,985",01/31/2016 00:00:00,Theater,1.TOP 50,2,408,1,"2,039,038","213,077,180"
130,Unknown,"318,985",01/02/2016 00:00:00,Theater,4.200-600,2,398,1,"2,051,831","213,927,022"
8,Paid Search,"318,985",01/23/2016 00:00:00,Theater,6.>1000,4,194,1,"2,042,417","213,757,835"
46,Paid Search,"318,985",01/06/2016 00:00:00,Theater,4.200-600,6,226,1,"2,049,716","213,915,767"
50,Paid Search,"16,323,352",01/02/2016 00:00:00,Theater,6.>1000,4,473,1,"8,802","1,163,592"
2,Unknown,"576,912",01/11/2016 00:00:00,Theater,1.TOP 50,2,303,1,"65,987","19,844,959"
13,Paid Search,"162,377",01/26/2016 00:00:00,Theater,5.600-1000,4,211,1,"211,473","27,392,829"
20,SEO,"31,486,953",01/24/2016 00:00:00,Theater,6.>1000,2,221,1,"2,291","214,318"
20,Unknown,"1,886,383",01/10/2016 00:00:00,Theater,4.200-600,2,245,1,"16,112","2,524,806"
4,SEO,"576,912",01/20/2016 00:00:00,Theater,4.200-600,1,37,1,"65,483","19,656,480"
15,Paid Search,"603,257",01/23/2016 00:00:00,Theater,6.>1000,2,305,1,"2,912","373,616"
18,Unknown,"5,787,045",01/06/2016 00:00:00,Theater,3.100-200,2,178,1,130,"18,131"
4,Paid Search,"3,298,116",01/06/2016 00:00:00,Theater,6.>1000,2,213,1,"5,440","742,220"
104,Paid Search,"11,741,196",01/02/2016 00:00:00,Theater,1.TOP 50,3,"1,185",1,"76,784","8,524,711"
102,SEO,"9,614,147",01/14/2016 00:00:00,Theater,4.200-600,2,344,1,"2,649","380,229"
4,Unknown,"1,756,997",01/17/2016 00:00:00,Theater,1.TOP 50,2,985,1,"33,814","12,094,693"
1,Unknown,"1,756,997",01/02/2016 00:00:00,Theater,4.200-600,1,90,1,"33,491","12,204,320"
10,SEO,"79,260,937",01/20/2016 00:00:00,Theater,4.200-600,2,216,1,"1,766","339,840"
98,Paid Search,"79,505,762",01/13/2016 00:00:00,Theater,1.TOP 50,2,596,1,"3,545","1,014,967"
57,Paid Search,"7,700,938",01/20/2016 00:00:00,Theater,1.TOP 50,2,713,1,"502,443","55,014,957"
47,Unknown,"7,700,938",01/31/2016 00:00:00,Theater,1.TOP 50,3,"1,174",1,"502,305","55,194,840"
7,Unknown,"16,324,604",01/31/2016 00:00:00,Theater,4.200-600,5,217,1,"28,297","2,289,939"
1,Paid Search,"473,630",01/15/2016 00:00:00,Theater,2.50-100,2,190,1,"19,720","2,681,361"
12,Paid Search,"32,874,568",01/06/2016 00:00:00,Theater,4.200-600,4,731,1,"34,137","9,026,194"
1,SEO,"357,984",01/16/2016 00:00:00,Theater,1.TOP 50,2,155,1,"409,692","58,604,889"
24,SEO,"12,179,395",01/21/2016 00:00:00,Theater,3.100-200,2,251,1,"19,444","1,797,187"
2,Unknown,"318,985",01/28/2016 00:00:00,Theater,4.200-600,2,188,1,"2,041,881","213,908,492"
18,Unknown,"318,985",01/26/2016 00:00:00,Theater,1.TOP 50,2,211,1,"2,041,322","213,778,182"
32,Unknown,"1,635,033",01/13/2016 00:00:00,Theater,5.600-1000,2,244,1,"12,643","1,812,468"
24,Paid Search,"12,706,568",01/08/2016 00:00:00,Theater,5.600-1000,4,366,1,"10,145","1,113,896"
128,Unknown,"12,706,568",01/30/2016 00:00:00,Theater,1.TOP 50,2,296,1,"10,275","1,137,075"
14,Unknown,"25,450,004",01/18/2016 00:00:00,Theater,5.600-1000,2,350,1,"89,987","7,636,973"
2,Paid Search,"889,597",01/06/2016 00:00:00,Theater,4.200-600,1,59,1,"114,347","15,723,589"
23,Unknown,"31,709,016",01/02/2016 00:00:00,Theater,4.200-600,2,310,1,"2,975","556,522"
31,Unknown,"9,110,104",01/12/2016 00:00:00,Theater,3.100-200,2,267,1,"9,038","894,455"
44,Unknown,"33,305,092",01/29/2016 00:00:00,Theater,4.200-600,2,178,1,"4,869","625,990"
6,Unknown,"1,846,917",01/18/2016 00:00:00,Theater,6.>1000,2,122,1,"3,551","251,253"
9,Unknown,"10,630,096",01/22/2016 00:00:00,Theater,1.TOP 50,1,125,1,"1,566","453,637"
74,Unknown,"17,504,430",01/14/2016 00:00:00,Theater,4.200-600,2,143,1,"38,476","12,984,193"
12,SEO,"4,612,451",01/26/2016 00:00:00,Theater,6.>1000,4,431,1,"8,626","1,109,769"
75,Unknown,"15,962,889",01/05/2016 00:00:00,Theater,5.600-1000,2,350,1,"2,289","340,655"
101,Paid Search,"8,132,344",01/27/2016 00:00:00,Theater,6.>1000,2,260,1,"8,445","1,331,410"
14,Unknown,"1,823,193",01/17/2016 00:00:00,Theater,6.>1000,2,305,1,"3,874","672,411"
6,Unknown,"1,274,898",01/19/2016 00:00:00,Theater,4.200-600,3,174,1,"25,253","2,170,242"
12,Paid Search,"1,274,898",01/06/2016 00:00:00,Theater,4.200-600,2,108,1,"25,816","2,200,450"
24,Unknown,"2,226,033",01/08/2016 00:00:00,Theater,4.200-600,2,637,1,"1,951","514,692"
1,Unknown,"761,738",01/02/2016 00:00:00,Theater,1.TOP 50,5,"1,808",1,"3,115","565,448"
22,Unknown,"3,511,782",01/16/2016 00:00:00,Theater,4.200-600,3,411,1,"13,381","2,204,466"
26,SEO,"7,776,988",01/09/2016 00:00:00,Theater,6.>1000,2,301,1,"4,143","657,939"
21,Paid Search,"84,396,534",01/21/2016 00:00:00,Theater,6.>1000,2,145,1,291,"29,410"
2,SEO,"82,621,633",01/30/2016 00:00:00,Theater,4.200-600,4,166,1,"1,131","50,550"
18,SEO,"4,694,597",01/07/2016 00:00:00,Theater,4.200-600,2,75,1,637,"49,841"
52,Unknown,"6,882,322",01/21/2016 00:00:00,Theater,2.50-100,2,223,1,"9,115","1,304,264"
9,Paid Search,"10,630,096",01/22/2016 00:00:00,Theater,1.TOP 50,1,132,1,"1,566","453,637"
7,SEO,"2,134,879",01/31/2016 00:00:00,Theater,4.200-600,2,242,1,"1,402","402,288"
6,Unknown,"1,017,226",01/14/2016 00:00:00,Theater,4.200-600,3,407,1,"5,067","1,738,410"
1,Paid Search,"214,658",01/29/2016 00:00:00,Theater,6.>1000,2,314,1,"2,539","207,531"
3,Unknown,"613,123",01/13/2016 00:00:00,Theater,1.TOP 50,4,"1,173",1,"24,104","7,871,521"
5,Paid Search,"960,090",01/20/2016 00:00:00,Theater,4.200-600,4,368,1,"2,729","579,183"
15,Paid Search,"9,010,372",01/26/2016 00:00:00,Theater,1.TOP 50,2,455,1,"280,807","24,337,295"
87,SEO,"10,463,665",01/28/2016 00:00:00,Theater,3.100-200,4,642,1,276,"24,348"
1,Unknown,"9,380,662",01/03/2016 00:00:00,Theater,1.TOP 50,1,352,1,"2,969","791,459"
120,Paid Search,"9,742,215",01/08/2016 00:00:00,Theater,5.600-1000,2,270,1,"2,313","420,538"
30,SEO,"11,733,957",01/15/2016 00:00:00,Theater,4.200-600,2,239,1,"1,032","106,498"
43,Unknown,"12,375,679",01/08/2016 00:00:00,Theater,4.200-600,2,333,1,340,"119,190"
34,SEO,"1,274,898",01/18/2016 00:00:00,Theater,3.100-200,5,373,1,"25,309","2,171,922"
155,Unknown,"1,274,898",01/02/2016 00:00:00,Theater,5.600-1000,2,281,1,"26,006","2,204,640"
45,Paid Search,"1,274,898",01/15/2016 00:00:00,Theater,3.100-200,2,133,1,"25,125","2,156,644"
34,Paid Search,"32,240,790",01/09/2016 00:00:00,Theater,1.TOP 50,2,407,1,"9,479","1,498,247"
29,Unknown,"32,240,790",01/12/2016 00:00:00,Theater,1.TOP 50,2,455,1,"9,512","1,496,505"
35,Unknown,"540,423",01/03/2016 00:00:00,Theater,6.>1000,7,386,1,"8,164","802,629"
72,Paid Search,"26,448,800",01/15/2016 00:00:00,Theater,1.TOP 50,1,471,1,157,"53,965"
1,SEO,"2,351,710",01/02/2016 00:00:00,Theater,2.50-100,2,596,1,438,"67,528"
16,SEO,"1,357,763",01/18/2016 00:00:00,Theater,3.100-200,2,197,1,"26,985","3,737,096"
13,Paid Search,"78,427,358",01/25/2016 00:00:00,Theater,5.600-1000,2,574,1,"1,331","290,837"
29,Unknown,"608,897",01/23/2016 00:00:00,Theater,4.200-600,1,93,1,"4,826","334,506"
79,Paid Search,"7,231,526",01/23/2016 00:00:00,Theater,4.200-600,2,915,1,59,"16,363"
15,Paid Search,"5,109,767",01/20/2016 00:00:00,Theater,3.100-200,2,169,1,322,"39,021"
6,Unknown,"8,412,067",01/11/2016 00:00:00,Theater,5.600-1000,2,81,1,18,"2,047"
34,Paid Search,"493,477",01/14/2016 00:00:00,Theater,3.100-200,2,654,1,"3,284","467,896"
1,Paid Search,"30,152,367",01/02/2016 00:00:00,Theater,6.>1000,2,192,0,2,483
60,Unknown,"569,200",01/17/2016 00:00:00,Theater,1.TOP 50,2,731,1,"4,775","1,023,872"
3,Unknown,"14,628,129",01/15/2016 00:00:00,Theater,3.100-200,2,666,0,2,666
20,Unknown,"77,252,864",01/03/2016 00:00:00,Theater,6.>1000,1,104,0,3,527
3,Paid Search,"76,150,854",01/14/2016 00:00:00,Theater,1.TOP 50,2,"2,696",1,28,"17,640"
11,Paid Search,"36,430,392",01/21/2016 00:00:00,Theater,6.>1000,4,138,1,156,"9,574"
13,SEO,"31,957,622",01/04/2016 00:00:00,Theater,5.600-1000,2,234,0,4,221
9,Unknown,"12,392,727",01/08/2016 00:00:00,Theater,1.TOP 50,2,415,0,1,207
45,Paid Search,"85,699,328",01/25/2016 00:00:00,Theater,1.TOP 50,1,163,1,29,"5,914"
184,SEO,"2,087,346",01/26/2016 00:00:00,Theater,1.TOP 50,2,572,1,313,"100,882"
5,Paid Search,"75,093,135",01/25/2016 00:00:00,Theater,1.TOP 50,2,256,0,2,311
40,Paid Search,"3,737,092",01/23/2016 00:00:00,Theater,1.TOP 50,1,237,1,6,716
30,Paid Search,"32,434,785",01/22/2016 00:00:00,Theater,4.200-600,2,373,1,2,271
8,Unknown,"668,171",01/30/2016 00:00:00,Theater,3.100-200,1,131,1,758,"135,078"
9,Unknown,"74,545,613",01/28/2016 00:00:00,Theater,6.>1000,2,298,0,2,298
7,Paid Search,"82,417,857",01/15/2016 00:00:00,Theater,1.TOP 50,4,"1,414",1,2,481
16,Unknown,"20,250,265",01/28/2016 00:00:00,Theater,1.TOP 50,2,307,1,"75,104","7,901,625"
59,Paid Search,"340,711",01/07/2016 00:00:00,Theater,6.>1000,3,232,1,"71,528","5,988,566"
37,SEO,"1,000,536",01/19/2016 00:00:00,Theater,1.TOP 50,4,"1,888",1,"4,491","1,512,830"
22,Unknown,"357,984",01/30/2016 00:00:00,Theater,5.600-1000,2,185,1,"418,278","60,273,479"
13,Paid Search,"357,984",01/05/2016 00:00:00,Theater,1.TOP 50,2,216,1,"405,507","58,001,589"
43,Paid Search,"3,519,523",01/09/2016 00:00:00,Theater,3.100-200,3,222,1,"18,019","3,664,960"
45,SEO,"7,700,938",01/03/2016 00:00:00,Theater,1.TOP 50,1,380,1,"504,599","55,461,981"
65,Unknown,"7,700,938",01/14/2016 00:00:00,Theater,1.TOP 50,3,"1,157",1,"503,270","55,062,482"
65,Unknown,"9,299,768",01/25/2016 00:00:00,Theater,6.>1000,2,159,1,"147,343","14,370,467"
2,Unknown,"162,377",01/30/2016 00:00:00,Theater,6.>1000,4,525,1,"209,931","27,426,973"
3,Paid Search,"32,874,568",01/15/2016 00:00:00,Theater,1.TOP 50,2,698,1,"34,501","9,121,683"
11,SEO,"27,959,176",01/27/2016 00:00:00,Theater,6.>1000,2,391,0,"1,276","203,937"
47,SEO,"17,636,360",01/20/2016 00:00:00,Theater,6.>1000,2,391,1,760,"116,726"
43,Paid Search,"651,296",01/22/2016 00:00:00,Theater,1.TOP 50,2,"1,091",1,"4,529","2,938,641"
24,Unknown,"379,978",01/29/2016 00:00:00,Theater,6.>1000,6,307,1,"32,374","3,152,115"
71,Paid Search,"379,978",01/31/2016 00:00:00,Theater,5.600-1000,3,258,1,"32,336","3,149,685"
11,Unknown,"318,985",01/04/2016 00:00:00,Theater,6.>1000,2,218,1,"2,051,042","213,888,940"
39,Paid Search,"318,985",01/07/2016 00:00:00,Theater,3.100-200,2,403,1,"2,049,717","213,931,145"
48,Unknown,"318,985",01/11/2016 00:00:00,Theater,6.>1000,2,541,1,"2,047,218","213,612,617"
0,SEO,"318,985",01/30/2016 00:00:00,Theater,6.>1000,2,52,1,"2,039,607","213,457,146"
6,SEO,"576,912",01/19/2016 00:00:00,Theater,1.TOP 50,3,317,1,"65,603","19,702,854"
45,SEO,"576,912",01/14/2016 00:00:00,Theater,5.600-1000,2,418,1,"65,883","19,807,185"
1,Unknown,"473,630",01/23/2016 00:00:00,Theater,4.200-600,4,336,1,"19,561","2,657,144"
52,Unknown,"15,962,889",01/28/2016 00:00:00,Theater,5.600-1000,2,300,1,"2,203","329,775"
8,SEO,"1,045,828",01/31/2016 00:00:00,Theater,4.200-600,2,279,1,"187,798","15,706,532"
12,SEO,"20,250,265",01/18/2016 00:00:00,Theater,4.200-600,2,207,1,"76,250","7,994,870"
25,Paid Search,"9,614,147",01/27/2016 00:00:00,Theater,4.200-600,2,274,1,"2,598","376,461"
19,Unknown,"1,756,997",01/27/2016 00:00:00,Theater,3.100-200,2,784,1,"33,853","12,004,333"
43,Paid Search,"3,346,100",01/03/2016 00:00:00,Theater,6.>1000,2,223,1,"9,522","2,268,704"
62,SEO,"7,700,938",01/11/2016 00:00:00,Theater,1.TOP 50,2,935,1,"503,626","55,060,036"
114,Unknown,"420,484",01/13/2016 00:00:00,Theater,3.100-200,4,609,1,"3,030","737,414"
22,Paid Search,"82,398,596",01/02/2016 00:00:00,Theater,3.100-200,2,241,1,"21,898","2,352,720"
24,Unknown,"572,829",01/14/2016 00:00:00,Theater,3.100-200,2,227,1,"6,532","705,011"
33,Paid Search,"572,829",01/19/2016 00:00:00,Theater,4.200-600,2,206,1,"6,390","693,223"
14,SEO,"357,984",01/08/2016 00:00:00,Theater,4.200-600,4,567,1,"406,292","58,074,819"
3,Paid Search,"12,969,803",01/07/2016 00:00:00,Theater,5.600-1000,6,296,1,580,"88,032"
25,Paid Search,"318,985",01/20/2016 00:00:00,Theater,4.200-600,3,376,1,"2,045,802","214,180,432"
4,Paid Search,"318,985",01/06/2016 00:00:00,Theater,5.600-1000,4,150,1,"2,049,716","213,915,767"
34,SEO,"77,682,119",01/18/2016 00:00:00,Theater,6.>1000,4,801,1,"5,677","1,170,905"
1,Unknown,"14,175,727",01/29/2016 00:00:00,Theater,4.200-600,2,218,1,"9,774","1,984,782"
2,Unknown,"613,123",01/06/2016 00:00:00,Theater,1.TOP 50,2,443,1,"23,961","7,778,280"
100,Unknown,"10,630,096",01/15/2016 00:00:00,Theater,1.TOP 50,1,162,1,"1,652","466,219"
9,Unknown,"10,630,096",01/21/2016 00:00:00,Theater,1.TOP 50,1,133,1,"1,577","454,999"
95,Paid Search,"3,924,878",01/06/2016 00:00:00,Theater,4.200-600,2,260,1,278,"51,314"
78,SEO,"8,132,344",01/14/2016 00:00:00,Theater,6.>1000,2,280,1,"8,527","1,342,936"
106,Unknown,"76,389,137",01/08/2016 00:00:00,Theater,5.600-1000,2,251,1,"8,442","1,054,294"
29,Unknown,"25,172,984",01/17/2016 00:00:00,Theater,5.600-1000,2,513,1,"10,712","960,993"
2,SEO,"1,274,898",01/30/2016 00:00:00,Theater,6.>1000,2,56,1,"24,190","2,101,559"
5,SEO,"1,274,898",01/27/2016 00:00:00,Theater,6.>1000,3,115,1,"24,663","2,133,071"
7,Paid Search,"6,686,104",01/23/2016 00:00:00,Theater,4.200-600,4,628,1,"13,382","3,209,630"
8,SEO,"572,829",01/02/2016 00:00:00,Theater,4.200-600,2,168,1,"6,779","729,708"
42,Paid Search,"14,156,955",01/02/2016 00:00:00,Theater,1.TOP 50,1,739,1,844,"368,534"
4,Unknown,"6,882,322",01/12/2016 00:00:00,Theater,2.50-100,2,213,1,"9,133","1,304,712"
10,Unknown,"1,017,226",01/04/2016 00:00:00,Theater,4.200-600,2,247,1,"5,187","1,781,810"
3,SEO,"13,977,340",01/06/2016 00:00:00,Theater,5.600-1000,2,80,1,"218,064","39,159,747"
32,Unknown,"3,567,452",01/10/2016 00:00:00,Theater,4.200-600,4,208,1,350,"57,697"
17,Unknown,"11,657,947",01/29/2016 00:00:00,Theater,5.600-1000,6,498,0,144,"19,289"
6,SEO,"79,927,874",01/03/2016 00:00:00,Theater,6.>1000,2,198,1,78,"13,019"
1,SEO,"1,915,511",01/15/2016 00:00:00,Theater,3.100-200,2,64,1,468,"109,383"
1,Paid Search,"17,103,701",01/09/2016 00:00:00,Theater,4.200-600,2,122,1,16,"3,665"
9,SEO,"1,357,763",01/08/2016 00:00:00,Theater,1.TOP 50,2,227,1,"27,226","3,597,953"
4,Unknown,"1,357,763",01/16/2016 00:00:00,Theater,1.TOP 50,2,164,1,"27,018","3,732,847"
6,Unknown,"7,432,412",01/09/2016 00:00:00,Theater,5.600-1000,2,166,1,91,"65,817"
17,Paid Search,"79,198,713",01/17/2016 00:00:00,Theater,6.>1000,2,145,1,8,"1,119"
1,Paid Search,"5,837,695",01/30/2016 00:00:00,Theater,6.>1000,2,262,1,2,198
7,Paid Search,"10,295,042",01/03/2016 00:00:00,Theater,4.200-600,4,829,1,"2,161","229,655"
81,Unknown,"31,165,702",01/15/2016 00:00:00,Theater,6.>1000,1,131,1,3,788
47,Unknown,"6,267,629",01/26/2016 00:00:00,Theater,2.50-100,1,43,1,7,"1,945"
1,SEO,"11,166,804",01/05/2016 00:00:00,Theater,3.100-200,2,181,1,20,"5,354"
8,Unknown,"85,126,422",01/10/2016 00:00:00,Theater,6.>1000,2,315,1,7,663
1,Unknown,"25,700,218",01/17/2016 00:00:00,Theater,4.200-600,2,180,1,789,"59,105"
16,Paid Search,"1,479,076",01/30/2016 00:00:00,Theater,6.>1000,2,471,1,70,"11,682"
11,SEO,"85,641,921",01/19/2016 00:00:00,Theater,1.TOP 50,1,128,0,1,122
44,SEO,"5,600,204",01/15/2016 00:00:00,Theater,5.600-1000,2,268,1,12,945
11,Paid Search,"76,018,490",01/19/2016 00:00:00,Theater,1.TOP 50,2,915,1,24,"3,160"
4,Unknown,"12,547,446",01/05/2016 00:00:00,Theater,5.600-1000,2,103,1,42,"3,985"
12,Unknown,"8,915,999",01/30/2016 00:00:00,Theater,1.TOP 50,2,558,1,16,784
37,Paid Search,"78,130,867",01/14/2016 00:00:00,Theater,1.TOP 50,2,333,1,10,776
23,SEO,"85,484,150",01/08/2016 00:00:00,Theater,3.100-200,2,192,0,6,647
1,Unknown,"26,456,247",01/09/2016 00:00:00,Theater,6.>1000,4,632,0,2,376
21,Unknown,"183,406",01/22/2016 00:00:00,Theater,5.600-1000,4,466,1,4,435
39,SEO,"7,111,754",01/21/2016 00:00:00,Theater,1.TOP 50,2,824,0,3,"1,236"
69,SEO,"85,582,494",01/19/2016 00:00:00,Theater,6.>1000,2,211,0,2,211
36,Unknown,"27,981,464",01/02/2016 00:00:00,Theater,3.100-200,2,190,1,2,178
16,Paid Search,"36,034,495",01/01/2016 00:00:00,Theater,6.>1000,3,253,1,1,80
1,Paid Search,"75,042,125",01/15/2016 00:00:00,Theater,6.>1000,4,469,1,3,450
13,Unknown,"74,786,212",01/17/2016 00:00:00,Theater,3.100-200,2,314,1,2,466
2,Unknown,"6,882,322",01/14/2016 00:00:00,Theater,2.50-100,2,68,1,"9,100","1,301,306"
16,SEO,"32,874,568",01/29/2016 00:00:00,Theater,3.100-200,2,436,1,"35,059","9,184,423"
84,Unknown,"3,346,100",01/02/2016 00:00:00,Theater,1.TOP 50,1,396,1,"9,530","2,269,686"
5,Unknown,"338,540",01/18/2016 00:00:00,Theater,5.600-1000,2,319,1,"2,761","706,007"
45,SEO,"10,470,236",01/14/2016 00:00:00,Theater,3.100-200,2,124,1,"3,839","826,727"
16,SEO,"2,928,307",01/16/2016 00:00:00,Theater,4.200-600,2,139,1,"54,291","4,173,747"
29,Unknown,"1,357,763",01/08/2016 00:00:00,Theater,3.100-200,3,411,1,"27,226","3,597,953"
41,Unknown,"84,024,164",01/15/2016 00:00:00,Theater,6.>1000,2,333,0,547,"136,345"
37,SEO,"358,273",01/11/2016 00:00:00,Theater,3.100-200,4,325,1,"24,442","3,714,810"
4,Unknown,"79,787,257",01/18/2016 00:00:00,Theater,5.600-1000,2,197,0,74,"9,742"
